0.000000000000000000e+00,1.147901516192383120e+00
2.000400080016003206e-03,1.147901516192383120e+00
4.000800160032006413e-03,1.137565751764544109e+00
6.001200240048009185e-03,1.127086982506007473e+00
8.001600320064012825e-03,1.116468683593415223e+00
1.000200040008001647e-02,1.105714267803428186e+00
1.200240048009601837e-02,1.094827086821004380e+00
1.400280056011202201e-02,1.083810432515944777e+00
1.600320064012802565e-02,1.072667538188652570e+00
1.800360072014402929e-02,1.061401579785623550e+00
2.000400080016003293e-02,1.050015677085457622e+00
2.200440088017603657e-02,1.038512894856050472e+00
2.400480096019203674e-02,1.026896243983617563e+00
2.600520104020804038e-02,1.015168682574225878e+00
2.800560112022404402e-02,1.003333117028506027e+00
3.000600120024004766e-02,9.913924030900417295e-01
3.200640128025605130e-02,9.793493468683165393e-01
3.400680136027205147e-02,9.672067058364767211e-01
3.600720144028805858e-02,9.549671898048656127e-01
3.800760152030405875e-02,9.426334618706119217e-01
4.000800160032006586e-02,9.302081393440791990e-01
4.200840168033606603e-02,9.176937946525299816e-01
4.400880176035207314e-02,9.050929562217708835e-01
4.600920184036807331e-02,8.924081093360927142e-01
4.800960192038407348e-02,8.796416969772526961e-01
5.001000200040008059e-02,8.667961206428105303e-01
5.201040208041608076e-02,8.538737411445079806e-01
5.401080216043208787e-02,8.408768793870544656e-01
5.601120224044808804e-02,8.278078171278562269e-01
5.801160232046409515e-02,8.146687977181912288e-01
6.001200240048009532e-02,8.014620268262252489e-01
6.201240248049610243e-02,7.881896731424036240e-01
6.401280256051210260e-02,7.748538690675927931e-01
6.601320264052810971e-02,7.614567113844707968e-01
6.801360272054410294e-02,7.480002619125383223e-01
7.001400280056011005e-02,7.344865481471951618e-01
7.201440288057611716e-02,7.209175638833122957e-01
7.401480296059212427e-02,7.072952698236225633e-01
7.601520304060811750e-02,6.936215941724421796e-01
7.801560312062412461e-02,6.798984332149802245e-01
8.001600320064013172e-02,6.661276518826586557e-01
8.201640328065612495e-02,6.523110843048529617e-01
8.401680336067213206e-02,6.384505343473443340e-01
8.601720344068813917e-02,6.245477761378555037e-01
8.801760352070414628e-02,6.106045545790022011e-01
9.001800360072013951e-02,5.966225858490439293e-01
9.201840368073614662e-02,5.826035578906479939e-01
9.401880376075215373e-02,5.685491308881418515e-01
9.601920384076814696e-02,5.544609377333620248e-01
9.801960392078415407e-02,5.403405844806461467e-01
1.000200040008001612e-01,5.261896507910180931e-01
1.020204040808161683e-01,5.120096903660531495e-01
1.040208041608321615e-01,4.978022313715614322e-01
1.060212042408481686e-01,4.835687768514833063e-01
1.080216043208641757e-01,4.693108051321458474e-01
1.100220044008801829e-01,4.550297702172598768e-01
1.120224044808961761e-01,4.407271021738348171e-01
1.140228045609121832e-01,4.264042075092712714e-01
1.160232046409281903e-01,4.120624695399177639e-01
1.180236047209441835e-01,3.977032487512705550e-01
1.200240048009601906e-01,3.833278831501073514e-01
1.220244048809761978e-01,3.689376886087274987e-01
1.240248049609922049e-01,3.545339592015557262e-01
1.260252050410081981e-01,3.401179675342973496e-01
1.280256051210242052e-01,3.256909650658988964e-01
1.300260052010402123e-01,3.112541824234353882e-01
1.320264052810562194e-01,2.968088297102589035e-01
1.340268053610722265e-01,2.823560968074388944e-01
1.360272054410882059e-01,2.678971536687994037e-01
1.380276055211042130e-01,2.534331506097203812e-01
1.400280056011202201e-01,2.389652185898274439e-01
